date	SBER	SBERP	GAZP	LKOH	MGNT	SNGS	SNGSP	GMKN	ROSN	VTBR	TATNP	TRNFP	MTSS	ALRS	MOEX	CHMF	POLY	BANE	BANEP	AFKS	RTKMP	NLMK	HYDR	PHOR	MFON	PIKK	URKA	FEES	AFLT	MAGN	RUAL	UPRO	LSRG	MVID	LNTA	AGRO	DIXY	RSTI	NKNC	CBOM	VSMO	GCHE	MICEX	MIACR	USDCB	USDTOD
20.01.2006	44,09999	39,401	225,9	2188,05		37,53	30,077	2343			78,8	76401	198,42			319,46					52,03								45,45	15,5											4460		1169,03	1,42	28,2863	
23.01.2006	41,8	38,1	218,89	2145		36,324	29,25	2318,13			76,205	74300	196			314,5					51								45,15	15,15											4460		1144,1	0,9	28,2863	
24.01.2006	42,797	40,25	224	2161,5		37,16	29,455	2338,2			76,28	75190	195,99			315					52,79								45,31	15,5											4460		1163,4	0,78	28,0512	
25.01.2006	43,30602	39,835	228,38	2180,2		37,15	29,45	2383			77	75000	192,52			313					52,27								44,68	14,99											4460		1179,11	3,48	27,9898	
26.01.2006	42,61	38,65	224,47	2170,31		38,38	29,97	2456,01			76,1	75100	193,05			314,5					52								44,2	15,14											5500		1187,11	6,42	27,9805	
27.01.2006	43,5001	39,6	228,75	2241		40,69	31,4	2534,89			78,62	75600	192,87			336					52,3								44,41	15,5											5525		1227,05	6,82	27,9698	
30.01.2006	42,23	37,685	216	2175		39,23	29,84	2462,5			78,3	69999	190,13			334,8					50,94								44,57	17,18											5425		1186,38	8,25	27,9698	
31.01.2006	41,709	38,243	219,02	2157		38,601	29,41	2410,98			78,495	68735	190			332					49,44								44,88	16,67											5351,03		1171,44	8,86	28,1207	
01.02.2006	42,47	38,75	223,99	2203		39,56	30,22	2465,1			82,762	71983,87	192			341					50,61								45,45	16,5											5500		1201,32	2,73	28,1305	
02.02.2006	42,5	38,5	221,5	2168		38,5	29,97	2447			84,85	70247	191			347					50,19								45,74	16,5											5450,01		1195,14	1,46	28,1042	
03.02.2006	40,50101	37,35	221,01	2112		37,9	29,55	2404,78			82,32	67700	188,88			343,5					49,35								44,75	16,49											5341,01		1163,75	2,81	28,1901	
06.02.2006	42	38,1165	220,45	2164,83		38,894	30,294	2414			86,5	69000	190,5			353					50								45,2	17,29											5302		1194,23	4,77	28,1901	
07.02.2006	41,7561	37,65	220,5	2145,01		38,101	29,95	2409,01			85,226	68501	192,5			364,99					50,79								45,74	25,11											5375		1186,08	4,88	28,2349	
08.02.2006	42,89999	37,901	221	2192		38,51	30,6	2400,5			84,5	68490	192,51			345					49,95								50,07	20,37											5400		1205,05	3,45	28,2524	
09.02.2006	45	40	222	2216,98		39,3	30,725	2461			87	69200	190			355,75					50,14								53	20,51											5400		1237,6	1,41	28,2642	
10.02.2006	44,10102	39	222	2175,03		38,6	30,31	2455,55			85	68310	189,9			354					50								52,52	20											5400		1229,37	0,96	28,2496	
13.02.2006	43,711	38,6	219,95	2206,99		38,7	30,85	2425,02			82,823	68500	189			355					50,94								50,8	18											5555		1238,18	1,14	28,2496	
14.02.2006	44,4	39,075	219,89	2168		37,899	30,3	2424			80,7	69100	186,5			348					50,56								50,5	17,65											6057,99		1242,99	0,83	28,2369	
15.02.2006	43,91	38,84	219,78	2149,9		37,99	30,055	2444,5			82,5	69000	188			347,02					55,79								49,6	18,34											6080		1237,56	0,88	28,1844	
16.02.2006	44,25003	39,105	220	2160		37,8	30,351	2515,5			82,991	72650	194,1			346,7					56,1								52,8	18,35											6295		1255,05	1,11	28,1994	
17.02.2006	45,3	39,6	226,5	2230,02		40,2	31,96	2637			85,5	73294	203			350,11					56,6								52,5	19											6600		1301,04	1,21	28,2225	
20.02.2006	45,79	39,7495	228,2	2315		41,329	32,4	2622,2			91,999	74500	203,18			348					57								52,11	19											6499		1337,28	3,13	28,2225	
21.02.2006	44,5	39,011	225	2305,1		40,801	31,95	2602			89,496	72700	200,3			350					57								50,57	18,79											6400		1317,98	2,98	28,1451	
22.02.2006	44,72	39,1285	225,38	2360,1		42,775	33,551	2640			90,51	72950	199,89			357					62,45								51,8	20											6300		1348,67	3,76	28,1908	
26.02.2006	45,85	39,35	227,38	2434		45,065	34,93	2671			98	73200,09	206,9			362,45					64,5								55,5	20,96											6285		1399,08	4,85	28,1908	
27.02.2006	44,85211	39,135	225,21	2390		44,001	34,64	2600			96,1	72300	202,9			361					70,69								55,99	20,3											6295		1388,76	4,69	28,155	
28.02.2006	42,902	38,4	218,79	2247,9		41,09	32,45	2490			93,8	68600	193,98			358,5					65,68								54,1	19,98											6000,01		1320,83	6,31	28,1223	
01.03.2006	42,8	38,25	217,98	2253,5		41,651	32,49	2480			96,7	67499,99	197,31			362,35					67								55,19	19,75											6248		1336,55	2,78	28,1211	
02.03.2006	42,93	38,035	218,98	2281		43,295	33,32	2521			104	67601	207,7			369,5					64,31								54,5	20,1											6150		1345,42	2,33	28,0245	
03.03.2006	42,75	38,41	228,9	2320		44,689	34,603	2525			106,999	68650	209,53			382					64,3								54,59	20,12											5899		1349,06	2,37	28,0279	
06.03.2006	42,4	38,425	231,99	2273		43,4	34,2	2504			106	67777,77	204,5			412					63,9								54,89	19,9											5810		1336,92	1,73	28,0279	
07.03.2006	40,502	36,249	223,86	2146		40,7	31,87	2370			95,69	64000	198,4			386,49					59,92								56	19,4											5650,01		1261,93	1,73	27,881	
09.03.2006	39,29495	34,9645	219,2	2110		40,101	31,41	2356			93,55	63290	194,5			371					57,56								57,38	18,6											5585		1236,64	1,18	27,881	
10.03.2006	39,5	34,7	217,11	2081,98		39,887	31,94	2330			89,9	60229,99	191,75			370,02					60,14								66,99	19,18											5555		1232,77	1,28	28	
13.03.2006	40,75	36,296	223,3	2175		41,35	32,86	2418			92,2	62700	194			372,04					64,48								63,55	19,2											5700		1275,37	1,04	28	
14.03.2006	39,281	35,025	220,35	2112,06		39,5	32,5	2360			88,979	60850	193			363,9					62,29								60,31	18,6											5500		1240,48	0,93	28,0079	
15.03.2006	39,275	35,1495	221,23	2180		39,8	33,6	2389			87,797	61050	195,4			364					63,99								59,15	18,98											5669		1255,62	0,83	27,9929	
16.03.2006	39,099	35,9	220,7	2161		39,7	33,009	2407			87,901	60899,99	199			360					62,87								58,3	18,99											5499,99		1253,68	1,14	27,8432	
17.03.2006	39,8	35,925	229,3	2215		41,8	33,75	2515			93	62450	198			374					63,43								59,18	18,93											5930		1288,32	1,29	27,8171	
20.03.2006	40,117	35,525	225,75	2193		40,7	33,5	2457			94	62198	201,3			370,83					63,45								60	18,55											5975		1272,05	2,06	27,8171	
21.03.2006	40,09	35,468	224,4	2182,49		39,82	32,1	2469			93,47	62000	202,5			373,9					61,6								61,85	19,15											5868		1262,8	2,23	27,6615	
22.03.2006	40,27	35,775	225,19	2245		40,89	32,4	2489			93,59	64508,01	203,29			375					62,15								63,25	19,85											6000		1280,74	2,44	27,7027	
23.03.2006	41,44	35,7	226,5	2270,64		40,79	32,18	2490			95,189	67493	203			386					62								62,99	20											6030		1289,71	2,55	27,7383	
24.03.2006	41,0391	35,6415	229,9	2288		41,49	32,05	2528			92,98	61500	202,97			383					62,2								63,1	20,25											5900		1291,82	3,84	27,768	
27.03.2006	41,29	35,75	231,63	2282,23		41,28	31,901	2586			90,71	60984,99	196,9			384					61,86								63,79	20,1											5999,99		1291,89	6,27	27,768	
28.03.2006	40,24997	35,5995	228,45	2250		40,4	31,05	2558,99			90,45	63000	190,8			379,8					62,2								63,7	20,02											5900		1273,06	7,77	27,773	
29.03.2006	39,75	35,255	228,62	2230,9		39,678	31,299	2480			87	61980	184,5			376					59,44								61,9	20											5999,99		1251,82	8,6	27,8019	
30.03.2006	41,15	36,05	230,4	2304,11		42,1	32,385	2623			88,345	63300	189,49			400					61,5								59,29	20,45											6170		1295,98	6,19	27,8043	
31.03.2006	41,169	36,2495	230,15	2306		42,172	32,32	2608,49			87,631	63500	188			383,1					61								59,67	21,3											6375		1299,19	6	27,7626	
03.04.2006	41,34999	36,1745	230,5	2334		42,87	33,28	2634			89,73	62400	184,39			396,7					62,71								59,5	21,35											6315		1316,93	3,01	27,7626	
04.04.2006	40,85	35,9755	231,52	2313		42,76	33,167	2619			88,455	62000	186,45			392,99					62,67								59,2	21											6350		1308,36	2,82	27,7737	
05.04.2006	41,899	36,6965	238,5	2325		43,7	33,801	2710,26			89,001	62000,01	187,6			398,2					63,17								59,23	21,42											6466		1336,04	2,37	27,6921	
06.04.2006	41,648	36,495	243,3	2329,99		44,14	33,95	2727,55			90,45	61900	187,95			391					63,74								59,11	21,2											6300		1344,79	3,41	27,5602	
07.04.2006	41,9	36,627	250,29	2372,5		46,35	34,941	2850			91,199	64100	189,77			392					65,55								59,4	21											6415		1374,14	4,45	27,5332	
10.04.2006	43,199	39,6275	268,7	2404,01		47,097	35,36	2997,58			91,023	65500	186,49			390,1					65,87								59,31	20,97											6700		1408,73	3,58	27,5332	
11.04.2006	42,805	38,5	262,5	2427,01		46,305	35,15	2980			91,61	63999	183,8			379,88					63,84								59,32	20,5											6664		1395,03	2,87	27,7085	
12.04.2006	43,59	39,34	264,7	2490		47,1	35,721	3102,5			92	64600	186			376,98					64,21								59,4	20,33											6635		1419,4	2,12	27,6797	
13.04.2006	42,95001	38,56	263,49	2411,99		45,45	35,3	3046,5			91,02	63470	184,8			368,39					64								59,3	20,1											6700		1395,57	2,21	27,6625	
14.04.2006	43,36734	38,847	267,9	2446		46,488	35,907	3069			92,5	63250	187,27			366,5					64,8								59,98	20											6875		1413,24	3,35	27,6985	
17.04.2006	43,42995	39,015	269,45	2499		47,725	36,59	3088,9			95,01	64301	188,4			365,4					64,9								59,9	20,49											6890		1429,58	2,32	27,6985	
18.04.2006	43,55001	39,1245	271,69	2530		48,4	36,9	3138,85			95	63421	188,97			375					64,75	63,2							60,24	20,6											6850		1441,52	1,85	27,6336	
19.04.2006	43,65	39	278,29	2558		49,45	37,007	3187,5			95,648	63998,9	185,5			381,7					65,84	66							60,5	20,6											7080		1457,57	2,02	27,5675	
20.04.2006	42,50101	38,568	276,11	2539		49,201	37,1	3205			94,51	62700	185,86			370					65,09	65							60,8	20,349											7000		1449,19	4,62	27,465	
21.04.2006	42,78999	38,5	280,19	2567,71		49,199	37,251	3261			94,3	61520	185			369,5					66	65,5							63,5	20,26											6989		1458,53	5,45	27,4666	
24.04.2006	42,6	38,546	286,97	2552,02		49	37,1	3452,98			94,38	59411	184			370					66,8	63							62,88	20,359											6940,91		1470,72	3,23	27,4666	
25.04.2006	42,93	38,55	285	2530		47,4	36,147	3466,12			94,15	57999	181,92			365					66,42	65							60,49	20,27											6650		1454,64	5,04	27,4331	
26.04.2006	47,507	40,75	309,3	2550		48,297	36,78	3504			94,4	61499	182,06			374,99					67,12	65							60,89	20,5											6800		1500,65	3,73	27,4244	
27.04.2006	46,3	39,725	304,7	2440		46,4	35,6	3320			91,47	58900	179,15			373					66,39	62,1							59,3	20											6700		1451,06	3,69	27,3921	
28.04.2006	48,945	40,463	310,25	2481		47,368	36,4	3444			92,6	59689,99	178,97			376,76					67,15	63,7							59,22	20,4											6550		1486,85	7,4	27,3621	
02.05.2006	51,594	42,475	320,3	2551		49,3	37,351	3627			94,35	59502	179,9			374,5					70,5	63							59,1	20,15											6560		1538,41	2,53	27,3621	
03.05.2006	49,64999	41,401	323,36	2543		48,95	37,041	3695,38			94,8	60110	180			371,99					70,14	64,7							58,93	20,215											6650		1531,1	2,04	27,2424	
04.05.2006	49,8	42,055	332,48	2580,07		49,95	37,33	3920			94,88	59800	181			365,28					71,19	63,5							59	20,45											6600		1560,74	1,9	27,159	
05.05.2006	49,901	42	336,35	2559,98		49,62	37,526	3965			95,93	55800	184,28			360,94					70,43	63,9							58,68	20,25											6560		1562,02	2,39	27,2085	
06.05.2006	50,49999	42,1495	350,25	2578		50,099	37,999	4005			95,7	55800	187,9			365					67,19	63,9							59,2	20,695											6500		1585,04	1,89	27,1258	
10.05.2006	48,52044	41,5	331,8	2502,25		47,2	36,45	4090,03			95,4	55800	185			353,11					64,15	63,9							58,99	20,2											6600		1543,75	1,93	27,1258	
11.05.2006	46,897	39,3995	334,92	2508		45,9	35,725	4135			93,89	55800	188,49			354,83					62,67	63,9							57,9	20,499											6600		1534,51	1,65	27,0359	
12.05.2006	46,31501	38,52	320,2	2410		44,98	35,1	3860			92,9	55800	185,5			348					59	63,9							57,45	20,9											6770		1483,62	1,72	27,0755	
15.05.2006	43,84999	35,799	301,99	2287,1		41,87	31,846	3571,08			84,1	55800	178			331					57,22	63,9							55,7	20,5											6495		1398,2	2,15	27,0755	
16.05.2006	44,1	36,8475	306,99	2307,4	730	41,4	31,95	3648			83,9	55800	178,29			339					58,88	63,9							56,5	20,4											6750		1403,95	2,39	26,9187	
17.05.2006	41,99899	35,4	292,2	2193	730	39,799	30,399	3525,1			79,01	55800	172			345					57	63,9							56	20,251											6900		1343,86	1,64	27,0209	
18.05.2006	42,09	34,675	283,5	2146,01	730	38,198	29,4	3413			78,77	55800	167,46			346					55,12	63,9							55,4	20,5											6751,02		1308,48	1,58	26,9569	
19.05.2006	41,51	34,35	273,5	2055	730	36,379	27,885	3280			76	55800	165,5			341					53,7	63,9							54	20,22											6493,97		1265,87	1,96	27,0663	
22.05.2006	36,83999	31	240,68	1900	730	32,47	24,5	2900			72	55800	149			322,5					50,88	63,9							49,19	18,51											5830		1143,76	2,47	27,0663	
23.05.2006	41,8	34,25	267	2105,08	730	36,95	28	3210			78	55800	161			325,01					55,33	63,9							49,85	20,01											5900		1265,89	2,2	27,0965	
24.05.2006	40,36	33,2	258,49	2046	730	35,1	26,5	3115			74,99	55800	154,9			319,49					53,5	63,9							49	20											6000		1216,22	2,71	26,9876	
25.05.2006	43,32601	35,0475	272,4	2127	730	36,5	27,789	3380			81,96	55800	156,8			330					56	63,9							47,5	20											6000		1274,37	5,48	27,0168	
26.05.2006	44,55	35,65	291,3	2260,1	730	38,998	30,3	3538			85	55800	165,5			379,5					58,16	63,9							48,5	20,64											5850		1341,99	2,86	27,0381	
29.05.2006	42,83001	34,699	282,49	2205	730	38,3	29,67	3484,99			81,5	55800	164			376,9					59,16	63,9							48,66	20,51											5775		1313,85	2,09	27,0381	
30.05.2006	42,89	35,3	282,9	2166	730	38,205	29,824	3367			81	55800	163,14			369,8					60,6	63,9							47,3	20,5											5785		1303,53	1,43	27,0652	
31.05.2006	43,15	35,95	283	2092,01	730	36,351	28,47	3243,14			79,5	55800	161,89			359					65,3	63,9							47,9	20,103											5999,99		1281,5	1,45	26,984	
01.06.2006	45,28495	37,3495	287,99	2130	730	36,42	28,551	3193			80,4	55800	163			362,02					64	63,9							47,79	20,1											5850		1298,84	1,24	26,9355	
02.06.2006	47,65	38,548	298,9	2220	730	39,103	30,3	3376			85,01	55800	165,5			364,8					67,39	63,9							48,21	20,05											5800		1363,49	1,17	27,0474	
05.06.2006	47,45	37,5725	297,86	2214	730	39,49	30,44	3339,35			82,99	55800	165,9			352					69	63,9							50,5	20											5700		1364,33	0,93	27,0474	
06.06.2006	44,51005	35,35	277,66	2075,91	730	36,8	27,7	3111,1			79,99	55800	156,53			334					63,5	63,9							48,78	19,999											5610		1277,48	1,19	26,7089	
07.06.2006	45,18	35,75	280,4	2022	636	35,292	27	3070			77	55800	152,45			331,5					64,61	63,9							48,66	19,42											5550		1270,94	1,32	26,7331	
08.06.2006	41,65	32,25	251,5	1865,88	644	32,32	24,226	2881,56			73,55	55800	147,06			315					60	63,9							48,73	20,05											5495		1173,11	1,59	26,8582	
09.06.2006	42,98	32,7005	255,67	1879,88	644	32,205	25,11	2858			72,01	55800	150,7			305					61,2	63,9							44,9	20,05											5337		1191,66	1,93	26,8801	
13.06.2006	39,7801	29,757	228	1710	644	29,2	22,804	2510,91			64,5	55800	141,03			283					56,1	63,9							40,96	19,749											5298		1082,25	1,58	26,8801	
14.06.2006	40,77	31,044	244	1827,5	597	32,5	24,18	2694			67	55800	145,01			298,5					55,11	63,9							43,1	19,75											5280		1149,34	1,57	27,0836	
15.06.2006	42,396	32,103	257,88	1908	597	34,6	25,016	2889,88			72,8	55800	145			280,95					54,78	63,9							45,82	19,8											5250		1203,25	1,55	27,0895	
16.06.2006	41,002	31,5975	258,17	1850	545	33,125	24,75	2806			70,4	55800	143,6			285,48					55	63,9							44,99	19,79											5400		1180,55	2,01	27,0369	
19.06.2006	42,199	32,159	259,99	1876	555	34,05	24,81	2807			70,84	55800	145			283,52					57,98	63,9							45,8	19,8											5420		1199,45	2,56	27,0369	
20.06.2006	44,39998	35,9995	264	1921,01	555	35,25	25,21	2900			70,44	55800	143,5			281,35					57,6	63,9							45,25	20											5410		1235,19	3,62	27,0379	
21.06.2006	43,82	37	264	1933	555	34,5	25,268	2939,99			68,9	55800	141,68			281					56,5	63,9							45,59	19,9											5377		1227,95	1,93	27,045	
22.06.2006	42,7	35,45	259,15	1892,53	555	32,803	25,1	2807			66,1	55800	141,4			280					54,53	63,9							45,75	19,9											5300		1193,02	1,86	27,0163	
23.06.2006	43,68	36,7435	260	1893	555	33,2	24,83	2785			66	55800	139,2			280,99					55,29	63,9							45,94	19,8											5297		1198,03	2,23	26,9738	
26.06.2006	43,303	36,345	257,9	1917,59	555	33,921	25,25	2899,5			62,75	55800	140,1			275,98					56	63,9							45,95	20											5180		1202,89	5,34	26,9738	
27.06.2006	44,59455	36,8495	266,22	2056	555	35,593	26,058	3115			65,5	55800	141,65			274					56,73	63,9							46,21	19,95											5228		1247,75	5,39	27,1021	
28.06.2006	45,5	36,6005	266,31	2137	595	36,9	26,545	3203,01			65,51	55800	144,18			275					57,68	63,9							46,03	19,885											5249,99		1270,2	5,95	27,0334	
29.06.2006	44,9	36,85	275,5	2196,88	608	38,1	27,831	3299,99			66,75	55800	145,4			279,2					57,6	63,9							47,1	19,87											5195		1292,2	5,73	27,0611	
30.06.2006	45,95	36,85	281,83	2249	608	39,9	28,45	3495			70,16	55800	147			296					59,7	63,9							47,85	19,933											5170,02		1331,39	5,75	27,0789	
03.07.2006	46,00001	37,2	285,65	2267,93	604,5	40,24	28,4	3509,99			74,49	55800	158,5			314					58,87	63,9							48,49	19,695											5170		1354,34	1,82	27,0789	
04.07.2006	48,95	38,85	286,8	2286,58	665,9	40,399	28,41	3578			74,25	55800	163			316,5					57,7	63,9							48,69	19,7											5088		1374,21	1,61	26,8735	
05.07.2006	46,598	36,5	273,21	2219	665,9	38,6	27,17	3362			67,15	55800	158,79			317					55,85	63,9							49	19,122											5097		1312,79	1,62	26,8397	
06.07.2006	48,008	37,7	285	2285,9	642	40,59	28,2	3550			69,47	55800	164			319,5					60,4	63,9							49,5	19,551											5084,99		1367,2	1,73	26,8559	
07.07.2006	50,849	39,475	277,85	2267,02	642	40,106	28	3532			69,4	55800	165,5			321					60	63,9							49,6	19,5											5078,98		1367,38	2,43	26,9111	
10.07.2006	52,1	40,075	280	2321,98	650	40,87	28,9	3555,01			69,73	55800	165,77			317,5					59,1	63,9							49,71	19,79											5098,9		1384,49	2,31	26,9111	
11.07.2006	50,8	38,949	274,55	2295	660	39,75	28,5	3584			69,4	55800	164,4			318					58,75	63,9							48,79	19,62											5085		1368,63	1,89	26,8558	
12.07.2006	49,85002	38,577	277,01	2330,13	700	40,089	28,799	3633,83			70,88	55800	161,85			324					59,5	63,9							48,5	19,5											5098		1376,3	2,02	26,9125	
13.07.2006	47,19999	37,155	261,6	2249,47	700	37,699	27,695	3420			69,48	55800	153			321					57,19	63,9							46,72	19,49											5089,99		1307,77	2,44	26,867	
